id,age,job,marital,education,gender
5570,53,technician,married,secondary,Male
5571,39,services,divorced,primary,Male
5572,38,blue-collar,married,secondary,Male
5573,35,management,single,tertiary,Male
5574,52,blue-collar,married,secondary,Female
5575,30,technician,single,secondary,Female
5576,37,self-employed,married,tertiary,Female
5577,33,self-employed,married,tertiary,Female
5578,52,management,married,tertiary,Female
5579,29,admin.,married,secondary,Female
5580,28,admin.,single,secondary,Female
5581,37,blue-collar,married,secondary,Female
5582,33,admin.,single,tertiary,Female
5583,32,technician,married,tertiary,Female
5584,25,blue-collar,single,secondary,Female
5585,37,technician,married,secondary,Female
5586,34,management,single,tertiary,Female
5587,40,unemployed,married,secondary,Male
5588,40,management,married,secondary,Female
5589,38,services,married,secondary,Female
5590,39,management,single,tertiary,Female
5591,37,management,single,unknown,Female
5592,35,blue-collar,married,secondary,Male
5593,33,management,single,tertiary,Male
5594,38,management,married,tertiary,Male
5595,37,management,married,tertiary,Male
5596,29,unemployed,single,tertiary,Male
5597,42,services,married,primary,Male
5598,45,management,divorced,tertiary,Male
5599,42,services,married,tertiary,Male
5600,33,blue-collar,married,secondary,Male
5601,35,blue-collar,single,secondary,Male
5602,30,technician,single,tertiary,Male
5603,31,blue-collar,single,secondary,Male
5604,45,technician,married,secondary,Male
5605,44,admin.,divorced,secondary,Male
5606,31,services,married,primary,Male
5607,30,admin.,married,secondary,Male
5608,54,management,married,tertiary,Male
5609,35,blue-collar,married,secondary,Male
5610,36,admin.,married,secondary,Male
5611,55,housemaid,married,primary,Male
5612,45,management,married,tertiary,Male
5613,30,unemployed,single,tertiary,Female
5614,57,unemployed,married,secondary,Female
5615,59,housemaid,married,primary,Female
5616,47,blue-collar,married,primary,Female
5617,34,technician,single,secondary,Female
5618,46,unemployed,divorced,secondary,Female
5619,56,services,divorced,secondary,Female
5620,24,student,single,unknown,Female
5621,40,admin.,married,secondary,Female
5622,50,management,married,tertiary,Female
5623,31,blue-collar,married,primary,Female
5624,37,management,married,tertiary,Female
5625,45,blue-collar,married,secondary,Female
5626,45,management,married,primary,Male
5627,36,blue-collar,single,primary,Female
5628,57,management,married,tertiary,Female
5629,39,management,married,tertiary,Female
5630,47,services,married,secondary,Female
5631,44,services,divorced,secondary,Male
5632,39,admin.,married,secondary,Male
5633,40,services,married,secondary,Male
5634,48,management,divorced,secondary,Male
5635,56,services,married,secondary,Male
5636,50,blue-collar,single,primary,Male
5637,29,services,single,secondary,Male
5638,33,technician,single,secondary,Male
5639,57,blue-collar,married,unknown,Male
5640,54,management,married,tertiary,Male
5641,64,retired,divorced,secondary,Male
5642,61,retired,married,primary,Male
5643,36,blue-collar,married,secondary,Male
5644,50,management,married,secondary,Male
5645,30,technician,single,secondary,Male
5646,40,technician,married,secondary,Male
5647,40,management,married,tertiary,Male
5648,30,admin.,divorced,primary,Male
5649,55,management,divorced,tertiary,Male
5650,59,housemaid,married,primary,Male
5651,37,admin.,married,tertiary,Male
5652,53,services,married,secondary,Female
5653,56,management,married,tertiary,Female
5654,33,services,married,secondary,Female
5655,49,services,married,secondary,Female
5656,47,technician,married,tertiary,Female
5657,34,admin.,married,secondary,Female
5658,33,blue-collar,married,primary,Female
5659,31,blue-collar,single,secondary,Female
5660,44,technician,single,secondary,Female
5661,50,admin.,married,secondary,Female
5662,39,admin.,single,secondary,Female
5663,41,management,married,tertiary,Female
5664,33,management,married,tertiary,Female
5665,40,housemaid,married,secondary,Male
5666,42,services,married,secondary,Female
5667,37,management,divorced,secondary,Female
5668,56,blue-collar,married,unknown,Female
5669,49,blue-collar,divorced,primary,Female
5670,35,entrepreneur,single,tertiary,Male
5671,41,management,divorced,tertiary,Male
5672,52,blue-collar,married,primary,Male
5673,33,technician,single,tertiary,Male
5674,40,admin.,single,unknown,Male
5675,44,blue-collar,divorced,secondary,Male
5676,39,blue-collar,married,secondary,Male
5677,39,blue-collar,married,primary,Male
5678,28,management,single,secondary,Male
5679,45,technician,single,secondary,Male
5680,63,retired,divorced,primary,Male
5681,32,technician,single,tertiary,Male
5682,28,blue-collar,single,secondary,Male
5683,36,management,single,tertiary,Male
5684,34,admin.,divorced,secondary,Male
5685,45,blue-collar,married,secondary,Male
5686,30,blue-collar,married,secondary,Male
5687,59,blue-collar,married,primary,Male
5688,54,housemaid,married,primary,Male
5689,47,unknown,married,unknown,Male
5690,41,admin.,single,tertiary,Male
5691,35,technician,divorced,secondary,Female
5692,38,services,married,secondary,Female
5693,36,technician,married,tertiary,Female
5694,39,admin.,single,unknown,Female
5695,48,management,divorced,unknown,Female
5696,42,blue-collar,married,primary,Female
5697,24,blue-collar,single,secondary,Female
5698,57,retired,married,secondary,Female
5699,35,unknown,married,primary,Female
5700,32,management,single,tertiary,Female
5701,26,blue-collar,single,secondary,Female
5702,27,technician,married,secondary,Female
5703,47,entrepreneur,divorced,secondary,Female
5704,32,blue-collar,single,primary,Male
5705,48,self-employed,single,unknown,Female
5706,43,blue-collar,married,primary,Female
5707,30,student,single,tertiary,Female
5708,28,technician,single,secondary,Female
5709,32,management,married,tertiary,Male
5710,26,self-employed,married,tertiary,Male
5711,38,blue-collar,single,secondary,Male
5712,30,services,single,unknown,Male
5713,33,management,single,tertiary,Male
5714,37,services,divorced,secondary,Male
5715,47,management,married,tertiary,Male
5716,36,technician,married,secondary,Male
5717,48,housemaid,married,secondary,Male
5718,47,technician,divorced,secondary,Male
5719,34,entrepreneur,single,tertiary,Male
5720,28,blue-collar,married,primary,Male
5721,54,housemaid,married,primary,Male
5722,33,management,married,secondary,Male
5723,41,entrepreneur,divorced,tertiary,Male
5724,41,admin.,single,secondary,Male
5725,42,management,married,tertiary,Male
5726,32,admin.,married,secondary,Male
5727,47,self-employed,married,tertiary,Male
5728,36,technician,married,primary,Male
5729,34,management,married,tertiary,Male
5730,36,management,married,tertiary,Female
5731,50,management,married,tertiary,Female
5732,53,admin.,married,primary,Female
5733,49,blue-collar,married,primary,Female
5734,39,technician,single,secondary,Female
5735,47,management,married,tertiary,Female
5736,57,retired,married,primary,Female
5737,30,unemployed,married,secondary,Female
5738,54,admin.,married,secondary,Female
5739,35,management,single,tertiary,Female
5740,47,technician,divorced,secondary,Female
5741,38,entrepreneur,married,secondary,Female
5742,40,admin.,married,secondary,Female
5743,51,blue-collar,married,primary,Male
5744,51,blue-collar,married,primary,Female
5745,57,housemaid,married,primary,Female
5746,41,blue-collar,married,secondary,Female
5747,31,entrepreneur,single,secondary,Female
5748,59,retired,single,secondary,Male
5749,26,services,single,primary,Male
5750,41,technician,married,tertiary,Male
5751,39,management,married,tertiary,Male
5752,25,blue-collar,single,secondary,Male
5753,33,management,single,tertiary,Male
5754,35,management,single,tertiary,Male
5755,49,management,married,tertiary,Male
5756,31,blue-collar,married,secondary,Male
5757,40,unemployed,married,secondary,Male
5758,32,management,married,tertiary,Male
5759,42,blue-collar,married,primary,Male
5760,33,technician,married,tertiary,Male
5761,48,admin.,married,secondary,Male
5762,28,student,single,secondary,Male
5763,43,blue-collar,single,primary,Male
5764,30,blue-collar,single,secondary,Male
5765,41,admin.,married,secondary,Male
5766,55,management,married,primary,Male
5767,55,management,married,tertiary,Male
5768,54,management,married,unknown,Male
5769,55,retired,married,primary,Female
5770,57,technician,married,secondary,Female
5771,27,blue-collar,single,secondary,Female
5772,28,management,married,tertiary,Female
5773,51,management,divorced,tertiary,Female
5774,27,management,single,secondary,Female
5775,40,blue-collar,divorced,secondary,Female
5776,56,retired,married,secondary,Female
5777,35,services,married,secondary,Female
5778,47,entrepreneur,divorced,secondary,Female
5779,49,blue-collar,married,primary,Female
5780,35,management,single,tertiary,Female
5781,50,admin.,divorced,secondary,Female
5782,55,housemaid,married,primary,Male
5783,56,blue-collar,married,secondary,Female
5784,35,technician,single,secondary,Female
5785,42,blue-collar,married,secondary,Female
5786,34,blue-collar,married,primary,Female
5787,40,services,single,secondary,Male
5788,33,services,married,secondary,Male
5789,33,management,married,tertiary,Male
5790,59,retired,divorced,secondary,Male
5791,51,housemaid,divorced,primary,Male
5792,47,services,married,secondary,Male
5793,48,management,married,tertiary,Male
5794,31,admin.,single,tertiary,Male
5795,39,blue-collar,married,secondary,Male
5796,52,admin.,married,secondary,Male
5797,28,technician,single,tertiary,Male
5798,56,technician,divorced,secondary,Male
5799,47,services,married,secondary,Male
5800,77,retired,divorced,primary,Male
5801,39,blue-collar,single,secondary,Male
5802,31,services,single,secondary,Male
5803,39,management,married,secondary,Male
5804,32,blue-collar,married,primary,Male
5805,59,admin.,married,secondary,Male
5806,42,unknown,married,unknown,Male
5807,50,technician,married,primary,Male
5808,44,services,married,secondary,Female
5809,47,housemaid,married,tertiary,Female
5810,51,technician,married,tertiary,Female
5811,34,technician,married,secondary,Female
5812,36,management,married,primary,Female
5813,32,blue-collar,single,primary,Female
5814,28,blue-collar,single,secondary,Female
5815,34,management,married,tertiary,Female
5816,40,management,single,tertiary,Female
5817,49,management,married,tertiary,Female
5818,30,self-employed,single,secondary,Female
5819,56,self-employed,married,tertiary,Female
5820,28,management,single,tertiary,Female
5821,31,blue-collar,married,secondary,Male
5822,28,blue-collar,single,secondary,Female
5823,53,technician,married,primary,Female
5824,38,management,married,tertiary,Female
5825,54,retired,divorced,tertiary,Female
5826,36,management,single,tertiary,Male
5827,60,retired,divorced,tertiary,Male
5828,40,management,married,secondary,Male
5829,50,admin.,single,secondary,Male
5830,28,management,single,tertiary,Male
5831,33,blue-collar,married,secondary,Male
5832,53,retired,married,secondary,Male
5833,38,technician,married,secondary,Male
5834,34,management,single,tertiary,Male
5835,41,unknown,married,unknown,Male
5836,64,retired,married,tertiary,Male
5837,45,management,married,secondary,Male
5838,38,technician,married,secondary,Male
5839,57,management,married,tertiary,Male
5840,34,management,married,tertiary,Male
5841,36,blue-collar,single,primary,Male
5842,30,admin.,married,secondary,Male
5843,32,blue-collar,married,secondary,Male
5844,42,blue-collar,married,secondary,Male
5845,35,admin.,married,secondary,Male
5846,42,technician,married,secondary,Male
5847,50,entrepreneur,married,secondary,Female
5848,38,management,married,secondary,Female
5849,38,self-employed,married,secondary,Female
5850,55,management,married,primary,Female
5851,60,housemaid,married,unknown,Female
5852,33,management,married,tertiary,Female
5853,30,technician,single,secondary,Female
5854,30,management,single,tertiary,Female
5855,51,management,married,tertiary,Female
5856,37,management,married,tertiary,Female
5857,37,blue-collar,married,primary,Female
5858,45,blue-collar,married,primary,Female
5859,37,blue-collar,married,secondary,Female
5860,48,management,married,tertiary,Male
5861,42,services,married,secondary,Female
5862,49,technician,married,primary,Female
5863,36,management,single,tertiary,Female
5864,54,self-employed,married,secondary,Female
5865,52,management,married,tertiary,Male
5866,30,management,married,tertiary,Male
5867,37,blue-collar,married,secondary,Male
5868,31,unemployed,married,secondary,Male
5869,26,admin.,married,secondary,Male
5870,51,admin.,divorced,secondary,Male
5871,34,services,single,secondary,Male
5872,26,blue-collar,married,primary,Male
5873,32,management,single,tertiary,Male
5874,38,services,married,secondary,Male
5875,52,admin.,married,secondary,Male
5876,44,management,married,tertiary,Male
5877,31,services,married,secondary,Male
5878,38,services,married,primary,Male
5879,32,housemaid,married,primary,Male
5880,41,blue-collar,married,primary,Male
5881,48,management,married,tertiary,Male
5882,29,blue-collar,married,primary,Male
5883,41,management,married,tertiary,Male
5884,49,management,married,tertiary,Male
5885,40,management,married,tertiary,Male
5886,27,management,single,tertiary,Female
5887,45,blue-collar,single,secondary,Female
5888,48,entrepreneur,divorced,tertiary,Female
5889,31,services,married,secondary,Female
5890,45,blue-collar,married,primary,Female
5891,43,housemaid,married,primary,Female
5892,31,admin.,single,secondary,Female
5893,37,management,married,tertiary,Female
5894,38,self-employed,married,secondary,Female
5895,29,services,married,secondary,Female
5896,28,blue-collar,married,primary,Female
5897,55,housemaid,divorced,primary,Female
5898,27,technician,divorced,secondary,Female
5899,43,self-employed,married,tertiary,Male
5900,29,management,single,tertiary,Female
5901,52,technician,divorced,secondary,Female
5902,33,services,married,primary,Female
5903,27,services,single,secondary,Female
5904,27,technician,single,secondary,Male
5905,31,management,married,tertiary,Male
5906,31,self-employed,married,secondary,Male
5907,45,technician,divorced,secondary,Male
5908,34,technician,single,secondary,Male
5909,48,management,divorced,tertiary,Male
5910,47,blue-collar,married,secondary,Male
5911,49,services,married,secondary,Male
5912,55,retired,divorced,tertiary,Male
5913,51,management,single,tertiary,Male
5914,37,management,single,tertiary,Male
5915,33,technician,divorced,secondary,Male
5916,33,blue-collar,married,unknown,Male
5917,29,management,single,tertiary,Male
5918,57,housemaid,divorced,primary,Male
5919,60,retired,married,secondary,Male
5920,51,housemaid,married,primary,Male
5921,45,technician,single,tertiary,Male
5922,45,admin.,married,secondary,Male
5923,39,management,married,tertiary,Male
5924,25,blue-collar,single,secondary,Male
5925,47,blue-collar,married,secondary,Female
5926,34,blue-collar,married,secondary,Female
5927,40,unemployed,married,secondary,Female
5928,48,blue-collar,divorced,secondary,Female
5929,39,technician,single,tertiary,Female
5930,38,services,married,secondary,Female
5931,32,services,single,secondary,Female
5932,27,entrepreneur,married,secondary,Female
5933,47,blue-collar,married,primary,Female
5934,40,management,married,tertiary,Female
5935,41,technician,married,tertiary,Female
5936,40,admin.,married,secondary,Female
5937,39,blue-collar,married,secondary,Female
5938,45,technician,married,secondary,Male
5939,31,services,single,secondary,Female
5940,27,admin.,single,secondary,Female
5941,56,blue-collar,single,secondary,Female
5942,39,admin.,married,secondary,Female
5943,52,management,married,tertiary,Male
5944,58,management,single,tertiary,Male
5945,48,technician,single,tertiary,Male
5946,33,blue-collar,single,secondary,Male
5947,38,services,divorced,secondary,Male
5948,42,technician,single,secondary,Male
5949,36,management,divorced,secondary,Male
5950,35,technician,single,secondary,Male
5951,45,technician,single,tertiary,Male
5952,51,technician,married,secondary,Male
5953,43,housemaid,married,primary,Male
5954,45,technician,divorced,tertiary,Male
5955,30,admin.,single,secondary,Male
5956,40,management,married,tertiary,Male
5957,56,services,married,primary,Male
5958,48,management,divorced,tertiary,Male
5959,32,admin.,married,secondary,Male
5960,47,admin.,single,secondary,Male
5961,30,technician,single,secondary,Male
5962,37,management,married,tertiary,Male
5963,52,blue-collar,single,secondary,Male
5964,49,retired,married,primary,Female
5965,53,management,married,tertiary,Female
5966,53,services,married,secondary,Female
5967,34,technician,divorced,secondary,Female
5968,40,admin.,married,secondary,Female
5969,39,services,married,secondary,Female
5970,33,blue-collar,married,secondary,Female
5971,41,blue-collar,married,secondary,Female
5972,31,management,single,tertiary,Female
5973,45,services,divorced,secondary,Female
5974,23,admin.,single,secondary,Female
5975,51,management,divorced,tertiary,Female
5976,34,management,single,tertiary,Female
5977,36,management,married,tertiary,Male
5978,42,admin.,divorced,secondary,Female
5979,33,management,married,tertiary,Female
5980,46,management,married,secondary,Female
5981,37,admin.,married,secondary,Female
5982,33,management,single,tertiary,Male
5983,30,admin.,single,secondary,Male
5984,53,technician,divorced,secondary,Male
5985,46,management,married,secondary,Male
5986,35,management,married,tertiary,Male
5987,36,technician,single,secondary,Male
5988,46,technician,married,secondary,Male
5989,31,blue-collar,single,secondary,Male
5990,52,management,married,tertiary,Male
5991,48,admin.,single,secondary,Male
5992,45,blue-collar,married,primary,Male
5993,36,management,single,tertiary,Male
5994,53,retired,married,primary,Male
5995,35,management,married,tertiary,Male
5996,44,management,married,tertiary,Male
5997,38,management,married,tertiary,Male
5998,44,blue-collar,married,primary,Male
5999,51,housemaid,married,unknown,Male
6000,32,technician,single,tertiary,Male
6001,59,blue-collar,married,primary,Male
6002,31,management,single,tertiary,Male
6003,52,management,married,tertiary,Female
6004,26,technician,married,tertiary,Female
6005,40,services,married,secondary,Female
6006,35,technician,single,secondary,Female
6007,54,admin.,married,primary,Female
6008,36,entrepreneur,married,tertiary,Female
6009,45,self-employed,married,tertiary,Female
6010,29,unemployed,single,secondary,Female
6011,49,management,divorced,tertiary,Female
6012,52,services,married,secondary,Female
6013,52,management,married,secondary,Female
6014,47,unemployed,divorced,secondary,Female
6015,33,services,divorced,secondary,Female
6016,30,technician,single,secondary,Male
6017,52,self-employed,divorced,secondary,Female
6018,54,management,divorced,tertiary,Female
6019,59,retired,married,secondary,Female
6020,35,management,married,tertiary,Female
6021,29,blue-collar,married,secondary,Male
6022,33,technician,single,secondary,Male
6023,32,technician,married,primary,Male
6024,50,blue-collar,married,primary,Male
6025,54,entrepreneur,married,secondary,Male
6026,49,technician,single,secondary,Male
6027,39,admin.,single,secondary,Male
6028,34,management,single,tertiary,Male
6029,31,self-employed,single,secondary,Male
6030,46,technician,divorced,tertiary,Male
6031,59,retired,married,secondary,Male
6032,32,technician,married,tertiary,Male
6033,39,admin.,married,secondary,Male
6034,54,blue-collar,married,primary,Male
6035,33,technician,divorced,secondary,Male
6036,59,blue-collar,married,secondary,Male
6037,28,blue-collar,single,secondary,Male
6038,48,blue-collar,married,secondary,Male
6039,39,management,married,tertiary,Male
6040,41,technician,married,secondary,Male
6041,33,admin.,single,secondary,Male
6042,37,management,married,primary,Female
6043,30,admin.,married,tertiary,Female
6044,36,management,married,tertiary,Female
6045,53,blue-collar,divorced,primary,Female
6046,26,admin.,single,secondary,Female
6047,59,retired,married,primary,Female
6048,44,blue-collar,single,secondary,Female
6049,55,unemployed,married,secondary,Female
6050,26,blue-collar,single,secondary,Female
6051,41,blue-collar,married,primary,Female
6052,28,management,single,tertiary,Female
6053,40,management,married,tertiary,Female
6054,47,unemployed,divorced,secondary,Female
6055,39,services,married,primary,Male
6056,38,blue-collar,married,secondary,Female
6057,37,services,married,secondary,Female
6058,36,blue-collar,married,secondary,Female
6059,53,management,married,secondary,Female
6060,47,technician,married,secondary,Male
6061,28,management,single,tertiary,Male
6062,32,student,single,unknown,Male
6063,25,management,single,tertiary,Male
6064,39,admin.,married,tertiary,Male
6065,60,retired,married,secondary,Male
6066,39,admin.,married,secondary,Male
6067,31,admin.,single,secondary,Male
6068,45,admin.,married,secondary,Male
6069,36,technician,single,secondary,Male
6070,44,services,married,secondary,Male
6071,33,unemployed,single,secondary,Male
6072,31,management,married,tertiary,Male
6073,38,admin.,divorced,secondary,Male
6074,50,self-employed,married,secondary,Male
6075,40,management,divorced,unknown,Male
6076,33,technician,married,secondary,Male
6077,42,admin.,married,secondary,Male
6078,42,management,single,tertiary,Male
6079,33,blue-collar,married,secondary,Male
6080,40,technician,married,unknown,Male
6081,52,blue-collar,married,secondary,Female
6082,49,technician,married,secondary,Female
6083,30,management,single,tertiary,Female
6084,26,blue-collar,single,secondary,Female
6085,40,management,married,secondary,Female
6086,30,blue-collar,married,secondary,Female
6087,55,unemployed,married,tertiary,Female
6088,48,self-employed,married,secondary,Female
6089,28,technician,single,tertiary,Female
6090,54,admin.,married,secondary,Female
6091,36,management,married,secondary,Female
6092,34,admin.,single,secondary,Female
6093,39,housemaid,married,tertiary,Female
6094,66,retired,married,secondary,Male
6095,42,blue-collar,married,secondary,Female
6096,55,retired,married,primary,Female
6097,85,retired,married,unknown,Female
6098,63,housemaid,married,secondary,Female
6099,37,admin.,single,secondary,Male
6100,24,services,single,secondary,Male
6101,34,technician,single,secondary,Male
6102,28,management,single,tertiary,Male
6103,58,retired,divorced,tertiary,Male
6104,49,housemaid,divorced,primary,Male
6105,31,blue-collar,single,secondary,Male
6106,56,retired,married,secondary,Male
6107,43,services,married,secondary,Male
6108,32,blue-collar,single,secondary,Male
6109,55,blue-collar,married,unknown,Male
6110,55,housemaid,married,primary,Male
6111,31,blue-collar,married,primary,Male
6112,49,management,married,secondary,Male
6113,41,admin.,married,secondary,Male
6114,56,retired,divorced,primary,Male
6115,50,blue-collar,divorced,primary,Male
6116,37,technician,single,secondary,Male
6117,35,blue-collar,married,primary,Male
6118,52,housemaid,married,secondary,Male
6119,33,technician,married,tertiary,Male
6120,42,management,married,tertiary,Female
6121,33,admin.,single,secondary,Female
6122,35,admin.,single,secondary,Female
6123,28,student,single,tertiary,Female
6124,41,admin.,divorced,secondary,Female
6125,44,blue-collar,married,secondary,Female
6126,26,technician,single,secondary,Female
6127,40,management,single,tertiary,Female
6128,37,management,married,tertiary,Female
6129,33,blue-collar,married,secondary,Female
6130,36,admin.,married,secondary,Female
6131,28,unemployed,married,secondary,Female
6132,37,self-employed,single,primary,Female
6133,32,technician,single,secondary,Male
6134,49,blue-collar,married,secondary,Female
6135,36,blue-collar,married,secondary,Female
6136,39,housemaid,married,primary,Female
6137,34,blue-collar,married,unknown,Female
6138,32,technician,single,tertiary,Male
6139,26,services,married,secondary,Male
6140,46,admin.,divorced,secondary,Male
6141,78,retired,divorced,secondary,Male
6142,47,admin.,married,secondary,Male
6143,80,retired,married,secondary,Male
6144,25,student,single,tertiary,Male
6145,50,management,married,tertiary,Male
6146,36,management,divorced,tertiary,Male
6147,42,unemployed,married,primary,Male
6148,54,management,married,tertiary,Male
6149,43,retired,married,primary,Male
6150,29,blue-collar,married,secondary,Male
6151,36,management,married,tertiary,Male
6152,59,blue-collar,married,unknown,Male
6153,47,admin.,married,secondary,Male
6154,36,technician,single,secondary,Male
6155,56,technician,married,secondary,Male
6156,55,retired,divorced,secondary,Male
6157,38,technician,divorced,secondary,Male
6158,39,blue-collar,divorced,secondary,Male
6159,35,management,single,tertiary,Female
6160,54,blue-collar,married,primary,Female
6161,32,services,single,tertiary,Female
6162,30,technician,divorced,secondary,Female
6163,51,blue-collar,married,secondary,Female
6164,39,management,married,primary,Female
6165,46,technician,married,secondary,Female
6166,33,admin.,single,tertiary,Female
6167,34,management,married,tertiary,Female
6168,33,management,married,tertiary,Female
6169,55,blue-collar,single,primary,Female
6170,49,services,married,secondary,Female
6171,37,unemployed,married,tertiary,Female
6172,29,technician,single,tertiary,Male
6173,28,management,single,secondary,Female
6174,21,unemployed,single,secondary,Female
6175,44,services,married,secondary,Female
6176,30,management,single,tertiary,Female
6177,46,management,married,tertiary,Male
6178,33,entrepreneur,married,secondary,Male
6179,40,blue-collar,married,secondary,Male
6180,42,management,single,tertiary,Male
6181,44,management,divorced,tertiary,Male
6182,32,admin.,married,secondary,Male
6183,34,blue-collar,married,secondary,Male
6184,55,entrepreneur,married,secondary,Male
6185,35,services,married,secondary,Male
6186,47,admin.,married,secondary,Male
6187,29,admin.,single,tertiary,Male
6188,47,services,married,secondary,Male
6189,39,blue-collar,married,primary,Male
6190,40,blue-collar,married,primary,Male
6191,42,admin.,single,secondary,Male
6192,31,management,married,tertiary,Male
6193,31,management,married,tertiary,Male
6194,82,housemaid,divorced,primary,Male
6195,44,management,divorced,tertiary,Male
6196,32,services,single,secondary,Male
6197,40,technician,married,secondary,Male
6198,26,admin.,single,secondary,Female
6199,30,admin.,single,secondary,Female
6200,45,blue-collar,married,secondary,Female
6201,32,management,single,tertiary,Female
6202,56,admin.,married,secondary,Female
6203,58,blue-collar,married,secondary,Female
6204,28,management,single,unknown,Female
6205,43,management,married,tertiary,Female
6206,34,entrepreneur,divorced,tertiary,Female
6207,40,services,married,secondary,Female
6208,31,self-employed,single,tertiary,Female
6209,28,admin.,married,tertiary,Female
6210,45,admin.,married,secondary,Female
6211,33,blue-collar,married,secondary,Male
6212,42,admin.,married,primary,Female
6213,32,blue-collar,married,primary,Female
6214,41,self-employed,married,secondary,Female
6215,32,admin.,married,secondary,Female
6216,37,unemployed,married,secondary,Male
6217,57,admin.,married,secondary,Male
6218,56,management,married,tertiary,Male
6219,37,admin.,single,secondary,Male
6220,34,admin.,married,secondary,Male
6221,46,blue-collar,married,tertiary,Male
6222,40,blue-collar,married,primary,Male
6223,32,technician,single,tertiary,Male
6224,28,admin.,single,secondary,Male
6225,46,self-employed,married,secondary,Male
6226,44,management,married,tertiary,Male
6227,55,management,divorced,primary,Male
6228,75,retired,divorced,secondary,Male
6229,41,management,married,tertiary,Male
6230,30,blue-collar,single,primary,Male
6231,33,entrepreneur,married,secondary,Male
6232,43,unemployed,married,secondary,Male
6233,49,self-employed,married,secondary,Male
6234,32,blue-collar,married,secondary,Male
6235,26,blue-collar,divorced,secondary,Male
6236,55,blue-collar,divorced,secondary,Male
6237,46,management,single,tertiary,Female
6238,31,management,married,tertiary,Female
6239,34,management,married,tertiary,Female
6240,37,blue-collar,married,primary,Female
6241,29,technician,single,tertiary,Female
6242,24,admin.,single,tertiary,Female
6243,46,admin.,married,secondary,Female
6244,41,management,married,tertiary,Female
6245,52,services,married,unknown,Female
6246,27,services,single,tertiary,Female
6247,44,management,married,tertiary,Female
6248,39,technician,married,secondary,Female
6249,52,housemaid,married,primary,Female
6250,77,retired,single,primary,Male
6251,35,technician,married,secondary,Female
6252,49,management,divorced,tertiary,Female
6253,37,housemaid,married,secondary,Female
6254,46,management,married,tertiary,Female
6255,43,entrepreneur,single,tertiary,Male
6256,35,blue-collar,married,primary,Male
6257,29,admin.,single,tertiary,Male
6258,52,housemaid,married,primary,Male
6259,55,management,married,secondary,Male
6260,33,technician,married,tertiary,Male
6261,40,blue-collar,divorced,secondary,Male
6262,39,blue-collar,married,secondary,Male
6263,61,blue-collar,divorced,primary,Male
6264,63,retired,married,secondary,Male
6265,44,management,married,tertiary,Male
6266,52,services,married,secondary,Male
6267,58,unemployed,single,tertiary,Male
6268,38,admin.,married,secondary,Male
6269,51,housemaid,married,primary,Male
6270,29,self-employed,single,tertiary,Male
6271,42,management,married,tertiary,Male
6272,56,blue-collar,married,primary,Male
6273,55,technician,married,secondary,Male
6274,43,blue-collar,married,primary,Male
6275,27,blue-collar,married,secondary,Male
6276,54,services,married,secondary,Female
6277,25,management,single,secondary,Female
6278,33,blue-collar,married,primary,Female
6279,46,admin.,divorced,secondary,Female
6280,26,services,single,secondary,Female
6281,30,admin.,married,tertiary,Female
6282,39,technician,married,secondary,Female
6283,58,admin.,married,unknown,Female
6284,49,blue-collar,married,secondary,Female
6285,49,services,married,secondary,Female
6286,43,housemaid,married,secondary,Female
6287,60,management,married,tertiary,Female
6288,57,technician,married,secondary,Female
6289,38,technician,married,secondary,Male
6290,56,technician,married,secondary,Female
6291,45,self-employed,married,secondary,Female
6292,45,management,married,tertiary,Female
6293,44,blue-collar,married,unknown,Female
6294,40,blue-collar,married,primary,Male
6295,38,management,single,tertiary,Male
6296,55,admin.,divorced,secondary,Male
6297,40,technician,married,secondary,Male
6298,35,blue-collar,single,primary,Male
6299,32,blue-collar,married,secondary,Male
6300,31,self-employed,married,primary,Male
6301,49,blue-collar,divorced,secondary,Male
6302,55,retired,married,secondary,Male
6303,51,blue-collar,married,secondary,Male
6304,30,unemployed,married,secondary,Male
6305,37,admin.,single,secondary,Male
6306,36,management,married,tertiary,Male
6307,51,management,divorced,tertiary,Male
6308,29,admin.,single,secondary,Male
6309,32,student,single,unknown,Male
6310,36,services,married,secondary,Male
6311,32,blue-collar,married,secondary,Male
6312,56,retired,married,primary,Male
6313,46,services,married,secondary,Male
6314,39,admin.,divorced,secondary,Male
6315,57,retired,married,primary,Female
6316,53,management,married,tertiary,Female
6317,33,technician,married,secondary,Female
6318,43,blue-collar,divorced,primary,Female
6319,40,management,married,tertiary,Female
6320,44,admin.,married,secondary,Female
6321,59,admin.,married,primary,Female
6322,59,retired,married,secondary,Female
6323,28,services,single,secondary,Female
6324,26,management,single,tertiary,Female
6325,59,management,single,tertiary,Female
6326,78,retired,divorced,primary,Female
6327,33,services,married,primary,Female
6328,38,blue-collar,divorced,secondary,Male
6329,35,self-employed,married,secondary,Female
6330,30,technician,single,tertiary,Female
6331,31,services,single,secondary,Female
6332,35,technician,married,secondary,Female
6333,45,management,married,tertiary,Male
6334,40,admin.,married,secondary,Male
6335,50,services,married,secondary,Male
6336,29,admin.,single,secondary,Male
6337,41,unemployed,single,tertiary,Male
6338,44,technician,married,tertiary,Male
6339,29,unknown,single,secondary,Male
6340,49,technician,divorced,secondary,Male
6341,30,admin.,single,secondary,Male
6342,37,blue-collar,married,unknown,Male
