user,default,balance,housing,loan
5974,no,252,yes,no
5975,no,119,no,no
5976,no,171,yes,no
5977,no,0,yes,no
5978,no,-249,yes,no
5979,no,455,yes,yes
5980,no,10,yes,no
5981,no,529,yes,no
5982,no,1859,yes,no
5983,no,613,yes,no
5984,no,751,yes,no
5985,no,0,no,no
5986,no,1471,yes,yes
5987,no,7503,yes,no
5988,no,68,yes,yes
5989,no,530,no,yes
5990,no,1319,yes,no
5991,no,479,yes,yes
5992,no,360,no,no
5993,no,2163,no,no
5994,no,136,yes,no
5995,no,-196,yes,no
5996,no,4087,yes,no
5997,no,1354,yes,no
5998,no,2,no,yes
5999,no,2337,yes,no
6000,no,514,yes,yes
6001,no,6212,yes,no
6002,no,424,no,yes
6003,no,499,no,no
6004,no,8,yes,yes
6005,no,1305,no,no
6006,no,300,yes,no
6007,no,976,yes,no
6008,no,2700,no,no
6009,no,-497,yes,yes
6010,no,2424,no,no
6011,no,-2049,yes,no
6012,no,2081,yes,no
6013,no,189,no,no
6014,no,0,no,yes
6015,no,327,yes,no
6016,no,426,yes,no
6017,no,1291,yes,no
6018,no,3473,yes,no
6019,no,434,yes,no
6020,no,105,yes,no
6021,no,975,yes,no
6022,no,-479,no,no
6023,no,62,yes,yes
6024,no,0,no,no
6025,no,0,no,no
6026,no,1202,yes,no
6027,no,2854,yes,no
6028,no,9,no,no
6029,no,203,no,yes
6030,no,0,yes,no
6031,no,2467,no,no
6032,no,3850,yes,no
6033,no,47,yes,no
6034,no,1895,yes,no
6035,no,522,no,yes
6036,yes,-918,yes,no
6037,no,-193,no,no
6038,no,48,yes,yes
6039,no,0,yes,yes
6040,no,201,no,yes
6041,no,598,yes,no
6042,no,1506,no,no
6043,no,26,yes,no
6044,no,1582,no,no
6045,no,559,no,no
6046,yes,0,yes,no
6047,no,-411,no,no
6048,no,36,yes,no
6049,no,512,no,no
6050,no,786,yes,yes
6051,no,3658,yes,no
6052,no,-227,yes,no
6053,no,423,yes,no
6054,no,947,no,no
6055,no,324,yes,no
6056,no,0,yes,no
6057,no,1694,yes,yes
6058,no,2894,yes,no
6059,no,2693,no,no
6060,no,644,no,no
6061,no,185,no,no
6062,no,1583,yes,no
6063,no,2399,yes,no
6064,no,1322,yes,no
6065,no,194,no,yes
6066,no,1221,no,no
6067,no,-302,yes,yes
6068,no,256,no,no
6069,yes,0,no,yes
6070,no,1335,yes,no
6071,no,682,no,no
6072,no,0,no,no
6073,no,3834,yes,no
6074,no,5312,no,no
6075,no,4095,yes,no
6076,no,0,no,no
6077,no,-1386,yes,yes
6078,no,525,no,no
6079,yes,2,no,no
6080,no,0,no,yes
6081,no,1500,no,yes
6082,no,378,no,no
6083,no,552,yes,no
6084,no,-84,yes,yes
6085,no,-240,no,yes
6086,no,501,yes,yes
6087,no,5345,no,no
6088,no,1559,no,no
6089,no,0,yes,no
6090,no,0,yes,yes
6091,no,1989,no,no
6092,no,598,yes,no
6093,no,94,no,no
6094,no,3473,no,no
6095,no,349,yes,no
6096,no,3876,no,no
6097,no,1934,no,no
6098,no,2,no,no
6099,no,9,yes,no
6100,no,11,yes,no
6101,no,60,no,no
6102,no,882,no,yes
6103,no,499,yes,yes
6104,no,198,yes,no
6105,no,2093,no,no
6106,no,74,yes,no
6107,no,1220,no,no
6108,no,1342,yes,no
6109,no,6134,no,no
6110,no,3680,no,no
6111,no,605,yes,no
6112,no,104,yes,no
6113,no,683,no,yes
6114,no,48,yes,no
6115,no,15,yes,no
6116,no,6714,yes,no
6117,no,623,yes,no
6118,no,234,no,no
6119,no,599,yes,no
6120,no,9916,yes,no
6121,no,3160,no,no
6122,no,0,yes,no
6123,no,2306,no,no
6124,no,2550,yes,no
6125,no,701,no,yes
6126,no,3244,no,no
6127,no,402,yes,no
6128,no,6014,yes,no
6129,no,-81,yes,no
6130,no,898,no,no
6131,no,863,yes,yes
6132,no,235,yes,no
6133,no,12,no,no
6134,no,298,yes,no
6135,no,3463,yes,no
6136,no,13338,no,no
6137,no,391,yes,yes
6138,no,569,no,yes
6139,no,54,yes,no
6140,no,875,yes,yes
6141,no,631,no,no
6142,no,3434,yes,yes
6143,no,1610,no,no
6144,no,505,yes,no
6145,no,11528,yes,no
6146,no,102,yes,no
6147,yes,-581,yes,no
6148,no,0,yes,no
6149,no,7298,no,no
6150,no,0,no,no
6151,no,909,yes,yes
6152,no,337,no,no
6153,no,829,yes,yes
6154,no,301,yes,yes
6155,no,147,no,no
6156,no,282,yes,no
6157,no,1294,yes,no
6158,no,0,yes,no
6159,no,995,no,no
6160,no,532,no,no
6161,no,785,no,no
6162,no,3028,yes,no
6163,no,1022,yes,no
6164,no,0,no,no
6165,no,792,no,no
6166,no,490,yes,no
6167,no,417,yes,no
6168,no,2071,no,no
6169,no,1187,yes,no
6170,no,280,yes,no
6171,no,1236,no,no
6172,no,910,yes,no
6173,no,-994,yes,yes
6174,no,1333,no,no
6175,no,850,no,yes
6176,no,3773,yes,no
6177,no,460,no,no
6178,no,3140,yes,yes
6179,no,1028,yes,yes
6180,no,4264,yes,no
6181,no,3932,yes,no
6182,no,-1,no,no
6183,no,1682,yes,yes
6184,no,814,no,yes
6185,no,819,yes,no
6186,no,1265,no,no
6187,no,514,no,no
6188,no,1764,no,yes
6189,no,275,yes,no
6190,no,592,yes,no
6191,no,1143,yes,yes
6192,no,546,no,no
6193,no,1164,yes,yes
6194,no,1381,no,no
6195,no,0,no,no
6196,no,659,yes,no
6197,no,192,yes,yes
6198,no,-12,yes,no
6199,no,186,yes,no
6200,no,2246,yes,yes
6201,no,124,no,no
6202,no,2087,yes,no
6203,no,1298,yes,no
6204,yes,101,yes,no
6205,no,46,no,no
6206,no,262,no,no
6207,no,0,yes,no
6208,no,17924,yes,no
6209,no,167,yes,yes
6210,no,967,no,no
6211,no,0,yes,no
6212,no,1547,yes,yes
6213,no,388,yes,no
6214,no,1,no,no
6215,no,0,no,no
6216,no,80,no,no
6217,no,4168,yes,yes
6218,no,0,no,no
6219,no,781,no,no
6220,no,804,yes,no
6221,no,993,yes,no
6222,no,34,yes,no
6223,no,0,no,no
6224,no,520,yes,no
6225,no,567,no,no
6226,no,7177,no,no
6227,no,3629,yes,no
6228,no,2199,no,no
6229,no,223,yes,no
6230,no,185,no,no
6231,no,5809,yes,no
6232,no,210,yes,no
6233,no,-199,yes,yes
6234,no,897,yes,no
6235,no,0,yes,no
6236,no,7378,no,no
6237,no,593,yes,no
6238,no,1224,yes,yes
6239,no,3031,no,no
6240,no,708,yes,no
6241,no,542,yes,no
6242,no,1141,yes,no
6243,no,-42,no,yes
6244,no,-556,yes,yes
6245,no,482,yes,yes
6246,no,1501,yes,no
6247,no,1850,yes,no
6248,no,2266,no,no
6249,no,3283,no,no
6250,no,300,no,no
6251,no,1,yes,yes
6252,no,178,no,no
6253,no,187,no,no
6254,no,229,yes,no
6255,no,42,no,no
6256,no,-367,yes,no
6257,no,8,no,yes
6258,no,256,no,no
6259,no,2410,yes,no
6260,no,2976,yes,no
6261,no,-426,no,yes
6262,no,39,yes,no
6263,no,1428,yes,no
6264,no,2030,no,no
6265,no,-1636,yes,yes
6266,no,108,yes,no
6267,no,2094,no,no
6268,no,47,yes,yes
6269,no,618,yes,yes
6270,no,162,no,yes
6271,no,-671,no,no
6272,no,136,no,no
6273,no,6958,yes,yes
6274,no,953,yes,no
6275,no,821,yes,yes
6276,no,131,no,no
6277,no,1272,yes,no
6278,no,-306,yes,yes
6279,no,3201,yes,no
6280,no,1114,no,no
6281,no,4168,no,no
6282,no,0,yes,no
6283,no,0,yes,no
6284,no,3309,yes,no
6285,no,1377,yes,no
6286,no,150,no,no
6287,no,553,yes,no
6288,no,458,no,yes
6289,no,565,no,no
6290,no,0,yes,yes
6291,no,2278,no,no
6292,no,210,yes,no
6293,no,15578,yes,no
6294,no,236,yes,no
6295,no,1704,no,no
6296,no,1693,no,no
6297,no,372,yes,no
6298,no,1147,yes,yes
6299,no,3166,yes,no
6300,no,1074,yes,no
6301,no,23,no,no
6302,no,1431,no,yes
6303,no,814,yes,no
6304,no,142,yes,no
6305,no,810,yes,no
6306,no,1604,yes,no
6307,no,0,yes,no
6308,no,488,yes,no
6309,no,4110,no,no
6310,no,1746,yes,no
6311,no,-208,yes,yes
6312,no,152,yes,yes
6313,no,0,no,no
6314,no,399,yes,yes
6315,no,318,no,no
6316,no,9072,no,no
6317,no,3071,yes,yes
6318,no,177,no,no
6319,no,10786,no,no
6320,yes,0,no,yes
6321,no,879,yes,no
6322,no,1887,no,no
6323,no,3331,yes,no
6324,no,3,yes,no
6325,no,7668,no,no
6326,no,55,no,no
6327,no,0,yes,no
6328,no,2998,yes,no
6329,no,524,yes,no
6330,no,106,yes,no
6331,no,85,no,no
6332,no,249,no,no
6333,no,10,no,no
6334,no,523,yes,yes
6335,no,1321,no,no
6336,no,-194,yes,no
6337,no,4517,yes,no
6338,no,964,no,no
6339,no,923,no,no
6340,no,2677,yes,yes
6341,no,873,no,no
6342,no,-1050,yes,no
6343,no,361,no,yes
6344,no,1466,no,no
6345,no,782,yes,no
6346,no,3576,yes,no
6347,no,3,yes,no
6348,no,-112,yes,no
6349,no,759,no,no
6350,no,195,no,yes
6351,no,15,yes,no
6352,no,-1053,yes,no
6353,no,488,no,yes
6354,no,287,no,no
6355,no,578,no,no
6356,no,1509,no,no
6357,no,3794,no,no
6358,no,4324,yes,no
6359,no,793,yes,no
6360,no,943,yes,no
6361,no,0,yes,yes
6362,no,19447,yes,no
6363,no,565,no,no
6364,no,1541,no,no
6365,no,1079,no,no
6366,no,0,no,no
6367,no,1310,yes,no
6368,no,98,no,no
6369,no,5,yes,no
6370,no,0,yes,no
6371,no,9216,no,no
6372,no,2551,yes,no
6373,no,0,no,no
6374,no,154,yes,no
6375,no,-150,yes,no
6376,no,427,no,no
6377,no,664,yes,no
6378,no,0,no,no
6379,no,680,yes,no
6380,no,4,no,no
6381,no,196,no,no
6382,no,290,yes,no
6383,no,221,yes,no
6384,no,180,no,no
6385,no,-139,no,no
6386,no,79,no,no
6387,no,236,no,no
6388,no,1120,no,no
6389,no,-2282,yes,yes
6390,no,2200,yes,no
6391,no,-461,yes,no
6392,no,385,no,no
6393,no,2291,no,yes
6394,no,54,yes,no
6395,no,2850,yes,no
6396,no,1235,yes,yes
6397,no,360,yes,yes
6398,no,1352,no,no
6399,no,905,no,yes
6400,no,138,no,no
6401,no,0,yes,no
6402,no,221,yes,no
6403,no,-254,no,yes
6404,no,1510,yes,no
6405,no,1757,yes,no
6406,no,0,yes,no
6407,no,934,yes,no
6408,no,0,yes,no
6409,no,1217,yes,no
6410,no,-57,yes,no
6411,no,82,yes,no
6412,no,438,yes,yes
6413,no,729,yes,no
6414,no,0,yes,no
6415,no,374,yes,no
6416,no,-341,no,yes
6417,no,-367,yes,yes
6418,no,592,yes,yes
6419,no,457,yes,no
6420,no,4819,no,no
6421,no,-85,yes,yes
6422,no,467,yes,yes
6423,no,-309,yes,yes
6424,no,21522,no,no
6425,no,467,yes,no
6426,no,870,no,yes
6427,no,-93,yes,no
6428,no,75,yes,no
6429,no,292,no,no
6430,no,0,no,yes
6431,no,263,yes,no
6432,no,134,no,yes
6433,no,91,no,no
6434,no,0,no,yes
6435,no,229,no,no
6436,no,892,yes,no
6437,no,197,yes,no
6438,no,-213,no,no
6439,no,-321,no,no
6440,no,604,no,no
6441,no,606,no,no
6442,no,1518,yes,no
6443,no,192,no,no
6444,no,0,yes,yes
6445,yes,289,no,no
6446,no,535,no,no
6447,no,33,yes,no
6448,no,243,yes,yes
6449,no,0,yes,no
6450,no,1279,yes,no
6451,no,1327,no,no
6452,no,297,yes,no
6453,no,740,yes,no
6454,no,278,yes,no
6455,no,553,no,no
6456,no,406,no,no
6457,no,5,no,no
6458,no,2071,no,yes
6459,no,0,no,no
6460,no,932,yes,no
6461,no,-119,yes,no
6462,no,381,yes,no
6463,no,1309,yes,no
6464,no,542,no,no
6465,no,30,yes,no
6466,no,0,no,no
6467,no,-15,no,no
6468,no,318,no,no
6469,no,1405,no,no
6470,no,5271,yes,no
6471,no,-51,no,yes
6472,no,3914,no,yes
6473,no,4976,yes,no
6474,no,16,no,no
6475,no,1595,yes,no
6476,no,306,yes,no
6477,no,215,no,no
6478,no,0,yes,no
6479,no,2628,no,no
6480,no,1778,no,no
6481,no,1423,yes,no
6482,no,659,no,no
6483,no,-31,yes,no
6484,yes,-204,yes,no
6485,no,1462,no,no
6486,no,723,yes,no
6487,no,3954,yes,no
6488,no,33,no,no
6489,no,4151,yes,no
6490,yes,0,no,yes
6491,no,219,yes,yes
6492,no,2728,no,no
6493,no,76,no,no
6494,no,4388,no,no
6495,no,-210,yes,no
6496,no,2427,no,no
6497,no,45,yes,yes
6498,yes,-74,yes,no
6499,no,2173,no,no
6500,no,8422,no,no
6501,no,120,yes,yes
6502,no,1320,yes,yes
6503,no,245,no,yes
6504,no,9569,yes,no
6505,no,0,yes,no
6506,no,2770,yes,no
6507,no,1221,yes,yes
6508,no,298,yes,no
6509,no,967,no,no
6510,no,0,no,no
6511,no,0,yes,no
6512,no,1368,yes,no
6513,no,751,yes,no
6514,no,2597,yes,no
6515,no,-35,no,no
6516,no,629,no,no
6517,no,1330,yes,no
6518,no,277,yes,no
6519,no,1018,no,no
6520,no,11,yes,no
6521,no,0,no,no
6522,no,905,no,no
6523,no,15474,no,no
6524,no,54,yes,no
6525,no,-246,no,yes
6526,no,0,no,no
6527,no,1951,yes,no
6528,no,65,no,no
6529,no,368,yes,no
6530,no,51,yes,no
6531,no,3492,yes,yes
6532,no,21,yes,no
6533,no,8403,no,no
6534,no,978,no,no
6535,no,165,yes,no
6536,no,350,no,no
6537,no,385,no,yes
6538,no,2058,yes,no
6539,no,-11,yes,no
6540,no,505,yes,no
6541,no,-547,yes,no
6542,no,562,no,no
6543,no,4222,no,no
6544,no,105,yes,no
6545,no,0,yes,no
6546,no,66,yes,no
6547,no,0,yes,yes
6548,no,13578,yes,no
6549,no,11222,yes,no
6550,no,1737,no,no
6551,no,59,yes,no
6552,no,54,no,no
6553,no,2282,no,no
6554,no,299,yes,no
6555,no,396,no,no
6556,no,184,yes,no
6557,no,475,yes,yes
6558,no,-496,no,no
6559,no,117,no,no
6560,no,713,yes,no
6561,no,45,no,no
6562,no,1496,yes,no
6563,no,0,no,yes
6564,no,886,yes,no
6565,no,4592,yes,no
6566,no,-38,no,no
6567,no,431,yes,no
6568,no,-292,yes,no
6569,no,2571,no,no
6570,no,191,no,yes
6571,no,1689,yes,no
6572,no,8494,no,no
6573,no,159,yes,no
6574,no,7,no,yes
6575,no,35,no,no
6576,no,1007,yes,no
6577,no,106,yes,no
6578,no,0,yes,no
6579,no,0,no,no
6580,no,216,yes,no
6581,no,746,no,no
6582,no,764,yes,no
6583,no,193,yes,no
6584,no,368,no,no
6585,no,205,yes,no
6586,no,96,yes,no
6587,no,8016,no,no
6588,no,221,yes,no
6589,no,157,yes,no
6590,no,4830,yes,no
6591,no,1039,no,no
6592,no,71,no,no
6593,no,1214,yes,no
6594,no,0,no,no
6595,no,0,yes,no
6596,no,116,yes,no
6597,no,100,no,no
6598,no,91,yes,no
6599,no,-398,yes,no
6600,no,2820,no,no
6601,no,223,yes,yes
6602,no,2278,no,no
6603,no,-782,yes,yes
6604,no,8919,no,no
6605,no,104,yes,yes
6606,no,3387,no,no
6607,no,0,no,yes
6608,no,449,yes,no
6609,no,4787,yes,no
6610,no,1240,yes,no
6611,no,191,yes,no
6612,no,2185,yes,no
6613,no,0,yes,no
6614,no,2857,no,no
6615,no,3782,no,no
6616,no,83,no,yes
6617,no,6,no,no
6618,no,88,yes,no
6619,no,294,yes,no
6620,no,84,no,no
6621,no,84,no,no
6622,no,602,yes,no
6623,no,0,no,no
6624,no,-470,yes,no
6625,no,-37,no,yes
6626,no,2145,no,no
6627,no,937,no,no
6628,no,2059,yes,no
6629,no,3598,no,no
6630,no,1206,no,yes
6631,no,1273,yes,yes
6632,no,46,no,no
6633,no,534,yes,no
6634,no,-300,no,no
6635,no,4,no,no
6636,no,386,no,yes
6637,no,-396,no,yes
6638,no,0,yes,no
6639,no,14930,no,no
6640,no,-600,yes,no
6641,no,3733,yes,no
6642,no,465,yes,no
6643,no,994,yes,yes
6644,no,758,yes,no
6645,no,256,yes,no
6646,no,3461,no,no
6647,no,124,no,no
6648,no,355,yes,no
6649,no,1514,no,no
6650,no,40,no,no
6651,no,-320,yes,no
6652,no,566,no,yes
6653,no,388,no,no
6654,no,577,yes,no
6655,no,17,yes,no
6656,no,260,yes,no
6657,no,0,yes,no
6658,no,1823,yes,no
6659,no,1463,no,no
6660,no,3390,no,no
6661,no,2769,yes,no
6662,no,215,yes,no
6663,no,12531,no,no
6664,no,80,no,no
6665,no,317,yes,no
6666,no,217,no,yes
6667,no,4874,no,no
6668,no,275,yes,no
6669,no,738,yes,yes
6670,no,1839,no,no
6671,no,556,yes,no
6672,no,207,yes,no
6673,no,-461,yes,yes
6674,no,789,no,yes
6675,no,1133,yes,no
6676,no,4253,yes,no
6677,no,255,no,no
6678,no,582,yes,no
6679,no,743,no,no
6680,no,570,yes,no
6681,no,786,no,yes
6682,no,295,yes,yes
6683,no,2583,no,no
6684,no,1285,no,no
6685,no,287,yes,no
6686,no,658,yes,no
6687,no,246,yes,no
6688,no,3463,yes,yes
6689,no,291,yes,yes
6690,no,19,no,no
6691,no,5700,yes,no
6692,no,0,no,no
6693,no,-346,yes,yes
6694,yes,-456,yes,yes
6695,no,5953,no,no
6696,no,1693,yes,no
6697,no,350,no,yes
6698,no,-181,yes,no
6699,no,1735,no,yes
6700,no,157,yes,no
6701,no,67,no,yes
6702,no,-444,no,yes
6703,no,0,no,yes
6704,no,171,yes,yes
6705,no,262,yes,no
6706,no,0,yes,no
6707,no,965,yes,no
6708,no,0,no,no
6709,no,6392,yes,no
6710,no,194,no,no
6711,no,2308,no,no
6712,no,941,yes,no
6713,no,46,yes,no
6714,no,131,yes,yes
6715,no,1844,yes,yes
6716,no,281,yes,no
6717,no,109,yes,no
6718,no,268,no,no
6719,no,298,yes,yes
6720,yes,-525,no,yes
6721,no,738,yes,yes
6722,no,94,yes,no
6723,no,7702,no,no
6724,no,857,no,no
6725,no,-354,yes,yes
6726,no,0,yes,no
6727,no,112,no,no
6728,no,5735,no,no
6729,no,1807,yes,no
6730,no,-30,yes,no
6731,no,216,no,no
6732,no,127,yes,no
6733,no,1096,no,yes
6734,no,5193,no,no
6735,no,6,no,no
6736,no,339,yes,no
6737,no,0,no,no
6738,no,625,no,no
6739,no,3776,no,no
6740,no,1239,no,no
6741,no,93,yes,no
6742,no,304,yes,no
6743,no,1409,yes,no
6744,no,191,yes,yes
6745,no,79,no,yes
6746,no,2263,no,no
6747,no,10438,yes,no
6748,no,81,yes,no
6749,no,964,yes,no
6750,no,0,no,no
6751,no,3839,yes,no
6752,no,586,yes,yes
6753,no,600,yes,no
6754,no,1343,yes,yes
6755,no,113,no,no
6756,no,240,yes,no
6757,no,194,yes,no
6758,no,278,yes,yes
6759,no,260,yes,no
6760,no,1013,no,no
6761,no,0,yes,no
6762,no,2363,yes,no
6763,no,913,yes,no
6764,no,686,yes,no
6765,no,149,yes,no
6766,no,500,yes,no
6767,no,11766,yes,no
6768,no,137,no,no
6769,no,0,no,no
6770,no,335,no,no
6771,no,16,yes,no
6772,no,0,no,no
6773,no,9851,yes,no
6774,no,525,no,no
6775,no,788,no,no
6776,no,1016,yes,no
6777,no,292,no,no
6778,no,999,no,no
6779,no,2870,yes,no
6780,no,689,no,no
6781,no,-100,yes,yes
6782,no,1084,yes,no
6783,no,154,no,yes
6784,no,1653,no,no
6785,no,2378,yes,yes
6786,no,1515,yes,no
6787,no,1636,yes,yes
6788,no,1516,yes,yes
6789,no,127,no,no
6790,no,2876,no,no
6791,no,1384,yes,no
6792,no,228,yes,no
6793,no,2481,no,no
6794,no,475,yes,no
6795,no,1401,no,no
6796,no,425,yes,no
6797,no,244,yes,no
6798,yes,-6847,no,yes
6799,yes,0,no,no
6800,no,386,yes,no
6801,no,332,yes,no
6802,no,1367,no,no
6803,no,120,yes,no
6804,no,19,yes,no
6805,no,3,yes,no
6806,yes,-98,yes,no
6807,no,303,no,no
6808,no,-752,yes,no
6809,no,97,no,no
6810,no,794,no,no
6811,no,1880,yes,no
6812,no,732,yes,no
6813,no,5261,no,yes
6814,no,712,yes,no
6815,no,28,no,no
6816,no,0,yes,no
6817,no,827,no,no
6818,no,110,yes,no
6819,no,377,no,no
6820,no,-344,no,yes
6821,no,261,no,no
6822,no,104,yes,no
6823,no,610,no,no
6824,no,4328,no,no
6825,no,1371,no,no
6826,no,193,yes,no
6827,no,258,yes,no
6828,no,56,no,no
6829,no,136,no,no
6830,no,1222,yes,no
6831,no,3672,yes,no
6832,no,2188,no,no
6833,no,924,yes,no
6834,no,11431,no,no
6835,no,140,yes,no
6836,no,27,yes,no
6837,no,-468,yes,yes
6838,no,438,yes,no
6839,no,-43,yes,yes
6840,no,1161,no,yes
6841,no,458,no,no
6842,no,-441,yes,no
6843,no,2278,no,yes
6844,no,0,no,no
6845,no,702,yes,no
6846,no,69,yes,no
6847,no,182,no,no
6848,no,318,yes,no
6849,no,-181,yes,no
6850,no,261,yes,no
6851,no,244,yes,no
6852,no,880,yes,no
6853,no,2283,yes,no
6854,no,550,yes,no
6855,no,7752,yes,no
6856,no,6,yes,no
6857,no,4471,yes,no
6858,no,1969,no,no
6859,no,219,no,no
6860,no,76,yes,no
6861,no,60,no,no
6862,no,8,no,no
6863,no,19,yes,no
6864,no,20011,no,no
6865,no,608,no,no
6866,no,1068,no,no
6867,no,-269,yes,yes
6868,no,494,no,no
6869,no,159,yes,no
6870,no,-754,yes,yes
6871,no,157,yes,yes
6872,no,2110,no,yes
6873,no,2603,yes,no
6874,no,992,no,no
6875,no,593,yes,no
6876,no,327,yes,no
6877,no,6766,no,no
6878,no,432,yes,yes
6879,no,25,yes,no
6880,no,5299,yes,no
6881,no,291,no,no
6882,no,517,no,no
6883,no,97,yes,no
6884,no,1636,no,no
6885,no,996,no,no
6886,no,0,yes,no
6887,no,710,yes,no
6888,no,1049,no,no
6889,no,556,yes,no
6890,no,629,yes,no
6891,no,186,yes,no
6892,no,0,no,no
6893,no,1264,no,no
6894,no,64,no,no
6895,no,2497,yes,no
6896,no,-97,yes,no
6897,no,161,yes,no
6898,no,732,no,no
6899,no,94,yes,yes
6900,no,2404,yes,no
6901,no,21,yes,no
6902,no,2658,yes,no
6903,no,131,yes,no
6904,no,0,yes,no
6905,no,351,yes,no
6906,no,564,no,yes
6907,no,2240,yes,no
6908,no,46,yes,no
6909,no,132,yes,no
6910,no,71,no,yes
6911,no,0,yes,yes
6912,no,267,no,no
6913,no,841,yes,no
6914,no,51,no,yes
6915,no,7735,yes,no
6916,no,417,no,no
6917,no,-14,yes,no
6918,no,2490,yes,no
6919,no,0,yes,no
6920,no,184,no,no
6921,no,19343,yes,no
6922,no,947,no,no
6923,no,90,yes,no
6924,no,10218,yes,no
6925,yes,72,yes,no
6926,no,120,yes,no
6927,no,130,no,no
6928,no,41,yes,no
6929,no,0,yes,no
6930,no,673,yes,no
6931,no,-131,yes,no
6932,no,2607,yes,no
6933,no,5,yes,no
6934,no,23,no,no
6935,no,180,yes,no
6936,no,68,no,no
6937,no,0,no,no
6938,no,565,yes,no
6939,no,598,no,no
6940,no,1609,no,yes
6941,no,1047,no,no
6942,no,5641,no,no
6943,no,557,yes,no
6944,no,1066,yes,no
6945,no,35,no,no
6946,no,54,yes,yes
6947,no,1806,yes,no
6948,no,39,no,no
6949,no,0,yes,no
6950,no,930,yes,no
6951,no,0,no,no
6952,no,2764,no,no
6953,no,4492,no,yes
6954,no,2166,no,no
6955,no,0,no,no
6956,no,1575,no,no
6957,no,201,yes,no
6958,no,318,yes,yes
6959,no,1682,yes,no
6960,no,242,yes,no
6961,no,291,no,no
6962,no,304,no,no
6963,no,108,no,no
6964,no,1303,no,no
6965,no,292,yes,no
6966,no,89,no,no
6967,no,788,yes,no
6968,no,573,yes,no
6969,no,1318,no,no
6970,no,151,no,no
6971,no,-37,yes,no
6972,no,522,no,no
6973,no,2315,yes,yes
6974,no,-718,yes,no
6975,no,4,yes,no
6976,no,-43,no,no
6977,no,596,yes,no
6978,no,670,yes,no
6979,no,430,no,no
6980,no,60,no,no
6981,no,0,yes,yes
6982,no,678,no,yes
6983,no,159,yes,no
6984,no,1345,yes,no
6985,no,483,no,no
6986,no,2443,no,no
6987,no,1258,no,no
6988,no,389,yes,no
6989,no,0,no,no
6990,no,2067,yes,no
6991,no,332,yes,no
6992,no,80,no,yes
6993,no,84,yes,yes
6994,no,2702,yes,no
6995,no,37127,no,no
6996,no,0,yes,no
6997,no,1813,yes,no
6998,no,1612,yes,no
6999,no,198,yes,yes
7000,no,1106,yes,no
7001,no,2321,no,no
7002,no,33,no,yes
7003,no,101,yes,no
7004,no,-59,yes,no
7005,no,486,yes,yes
7006,no,136,yes,no
7007,no,193,no,no
7008,no,5083,no,no
7009,no,0,yes,no
7010,no,8,no,no
7011,no,21,yes,no
7012,no,570,no,no
7013,no,644,yes,yes
7014,no,1104,no,no
7015,no,6004,yes,no
7016,no,1503,no,no
7017,no,896,yes,no
7018,no,177,yes,no
7019,no,665,no,no
7020,no,380,yes,no
7021,no,151,yes,no
7022,no,179,yes,no
7023,no,4,no,yes
7024,no,116,yes,no
7025,no,0,no,no
7026,no,-57,yes,no
7027,no,894,yes,no
7028,no,478,no,yes
7029,no,10,no,no
7030,no,30,yes,no
7031,no,578,yes,no
7032,no,2360,yes,no
7033,no,-47,yes,no
7034,no,-805,no,no
7035,yes,782,no,yes
7036,no,1282,no,no
7037,no,766,yes,no
7038,no,348,yes,no
7039,no,296,no,no
7040,no,908,yes,yes
7041,no,0,no,no
7042,no,5276,no,no
7043,no,658,yes,no
7044,no,1089,yes,no
7045,no,1042,yes,no
7046,no,544,no,yes
7047,no,134,yes,no
7048,no,73,yes,no
7049,no,13156,yes,no
7050,no,30,no,yes
7051,no,-66,yes,no
7052,no,1373,yes,no
7053,no,8564,yes,no
7054,no,81,yes,no
7055,no,5426,yes,no
7056,no,16,yes,no
7057,no,297,yes,no
7058,no,734,yes,yes
7059,no,1514,yes,no
7060,no,153,no,no
7061,no,3503,no,no
7062,no,-849,yes,yes
7063,no,1441,yes,no
7064,no,2487,no,no
7065,no,927,no,no
7066,no,598,no,no
7067,no,345,yes,no
7068,no,197,no,no
7069,no,220,no,no
7070,no,9,no,yes
7071,no,5678,yes,no
7072,no,0,no,no
7073,no,169,yes,no
7074,no,388,no,no
7075,yes,61,no,no
7076,no,7100,no,no
7077,no,219,yes,yes
7078,no,-76,no,no
7079,no,1432,no,no
7080,no,879,yes,no
7081,no,0,yes,no
7082,no,1498,no,no
7083,no,543,yes,no
7084,no,1797,yes,yes
7085,no,2994,no,no
7086,no,1690,no,no
7087,no,1573,no,no
7088,no,0,no,yes
7089,no,173,no,no
7090,no,989,no,no
7091,no,335,yes,no
7092,yes,17,yes,no
7093,no,-74,yes,no
7094,no,8319,no,no
7095,no,15341,no,no
7096,no,52,no,no
7097,no,-56,yes,no
7098,no,1670,no,no
7099,no,370,no,no
7100,no,466,yes,no
7101,no,2583,no,no
7102,no,1177,yes,yes
7103,no,311,yes,no
7104,no,842,yes,no
7105,no,2744,yes,no
7106,no,503,no,no
7107,no,62,yes,no
7108,no,4841,no,no
7109,no,253,yes,no
7110,no,842,no,no
7111,no,378,no,no
7112,no,637,yes,no
7113,no,-372,yes,no
7114,no,135,yes,yes
7115,no,7,no,no
7116,no,446,no,no
7117,no,1328,no,no
7118,no,252,yes,no
7119,no,125,no,no
7120,no,1324,yes,no
7121,no,-244,yes,no
7122,no,657,no,no
